dbn,school_name,school_type,enrollment,survey_pp_ri,survey_pp_ct,survey_pp_se,survey_pp_es,survey_pp_sf,survey_pp_tr,qr_1_1,qr_1_2,qr_2_2,qr_3_4,qr_4_2,qr_1_4,qr_1_3,qr_3_1,qr_4_1,qr_5_1,dates_of_review,rating_ela_grade_8_pct_rs,rating_mth_grade_8_pct_rs,gender_female_pct,gender_male_pct,ell,iep,cap_sc_pct,borough,year,total_enrollment,grade_3k,grade_pk_half_day_full_day,grade_k,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,female,female_1,male,male_1,asian,asian_1,black,black_1,hispanic,hispanic_1,multi_racial,multi_racial_1,native_american,native_american_1,white,white_1,missing_race_ethnicity_data,missing_race_ethnicity_data_1,students_with_disabilities,students_with_disabilities_1,english_language_learners,english_language_learners_1,poverty,poverty_1,economic_need_index
12X479,Bronx Career and College Preparatory High School,High School,275,0.73,0.81,0.61,0.84,0.87,0.91,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,2017-05-01T00:00:00.000,2.46,2.17,0.505,0.495,0.167,0.316,0.011,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12X511,Bronx Envision Academy,High School,393,0.81,0.87,0.75,0.93,0.9,0.95,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,2018-04-01T00:00:00.000,2.59,2.2,0.519,0.481,0.142,0.282,0.028,Bronx,2017-18,429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,115.0,106.0,87.0,256.0,0.597,173.0,0.403,10.0,0.023,143.0,0.333,256.0,0.597,0.0,0.0,4.0,0.009,12.0,0.028,4.0,0.009,107.0,0.249,63.0,0.147,386.0,0.9,0.917
12X521,The Metropolitan Soundview High School,High School,422,0.7,0.85,0.67,1.0,0.9,0.92,Proficient,Proficient,Developing,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Developing,Proficient,2019-01-01T00:00:00.000,2.46,2.2,0.46,0.54,0.142,0.235,0.009,Bronx,2018-19,423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,109.0,88.0,96.0,203.0,0.48,220.0,0.52,11.0,0.026,98.0,0.232,304.0,0.719,0.0,0.0,2.0,0.005,7.0,0.017,1.0,0.002,101.0,0.239,66.0,0.156,388.0,0.917,0.888
12X550,High School of World Cultures,High School,421,0.88,0.97,0.82,0.97,0.88,0.93,Developing,Developing,Proficient,Developing,Developing,Developing,Developing,Developing,Developing,Developing,2017-03-01T00:00:00.000,2.15,2.05,0.437,0.563,0.789,0.036,0.0,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12X682,Fannie Lou Hamer Freedom High School,High School,463,0.91,0.93,0.97,0.96,0.98,0.98,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,2016-12-01T00:00:00.000,2.39,2.11,0.445,0.555,0.119,0.296,0.086,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12X684,Wings Academy,High School,394,0.46,0.83,0.56,0.86,0.86,0.93,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,2017-04-01T00:00:00.000,2.4,2.11,0.348,0.652,0.063,0.31,0.01,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13K265,Dr. Susan S. McKinney Secondary School of the Arts,High School,210,,,,,,,Proficient,Developing,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Developing,2017-04-01T00:00:00.000,2.67,2.29,0.6,0.4,0.019,0.248,0.005,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13K350,Urban Assembly School of Music and Art,High School,193,0.86,0.92,0.9,0.95,0.92,0.96,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2016-12-01T00:00:00.000,2.72,2.35,0.71,0.29,0.036,0.249,0.005,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13K412,Brooklyn Community Arts & Media High School (BCAM),High School,451,,,,0.98,0.95,0.96,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,2018-05-01T00:00:00.000,2.75,2.37,0.594,0.406,0.035,0.262,0.016,Brooklyn,2017-18,425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,120.0,99.0,78.0,239.0,0.562,186.0,0.438,4.0,0.009,307.0,0.722,105.0,0.247,1.0,0.002,3.0,0.007,2.0,0.005,3.0,0.007,106.0,0.249,14.0,0.033,378.0,0.889,0.8340000000000001
13K419,"Science Skills Center High School for Science, Tec",High School,591,0.75,0.74,0.62,0.77,0.95,0.85,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,2018-04-01T00:00:00.000,3.01,2.9,0.381,0.619,0.029,0.118,0.0,Brooklyn,2017-18,562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,151.0,105.0,123.0,226.0,0.402,336.0,0.598,40.0,0.071,389.0,0.692,97.0,0.173,2.0,0.004,4.0,0.007,20.0,0.036,10.0,0.018,81.0,0.144,19.0,0.034,463.0,0.8240000000000001,0.755
13K430,Brooklyn Technical High School,High School,6040,0.78,0.77,0.74,0.77,0.78,0.82,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,2017-03-01T00:00:00.000,4.01,4.27,0.398,0.602,0.0,0.015,0.0,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13K439,Brooklyn International High School,High School,338,0.81,0.89,0.77,0.83,0.88,0.91,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,No Data,No Data,No Data,No Data,No Data,2014-11-20T00:00:00.000,1.97,2.23,0.45,0.55,0.766,0.024,0.0,Brooklyn,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13K483,The Urban Assembly School for Law and Justice,High School,445,,,,0.97,0.93,0.98,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,No Data,No Data,No Data,No Data,No Data,2015-12-04T00:00:00.000,2.93,2.66,0.587,0.413,0.02,0.164,0.0,Brooklyn,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13K499,ACORN Community High School,High School,103,,,,,,,Proficient,Proficient,Developing,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,Developing,2017-03-01T00:00:00.000,2.6,2.23,0.447,0.553,0.029,0.34,0.01,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13K527,Urban Assembly Institute of Math and Science for Y,High School,290,0.7,0.88,0.67,1.0,0.89,0.91,Developing,Developing,Developing,Developing,Developing,Proficient,Proficient,Developing,Proficient,Developing,2017-11-01T00:00:00.000,2.79,2.53,1.0,0.0,0.083,0.169,0.003,Brooklyn,2017-18,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,57.0,49.0,70.0,86.0,75.0,67.0,480.0,1.0,0.0,0.0,43.0,0.09,308.0,0.642,67.0,0.14,2.0,0.004,3.0,0.006,55.0,0.115,2.0,0.004,81.0,0.169,39.0,0.081,412.0,0.858,0.792
13K594,Gotham Professional Arts Academy,High School,152,0.75,0.76,0.77,0.82,0.86,0.84,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,2019-03-01T00:00:00.000,2.56,2.23,0.592,0.408,0.02,0.316,0.007,Brooklyn,2018-19,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,46.0,51.0,31.0,101.0,0.567,77.0,0.433,1.0,0.006,139.0,0.781,36.0,0.202,0.0,0.0,0.0,0.0,1.0,0.006,1.0,0.006,64.0,0.36,7.0,0.039,146.0,0.82,0.8640000000000001
13K595,Bedford Academy High School,High School,392,0.84,0.93,0.81,0.97,0.93,0.93,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,2019-11-01T00:00:00.000,3.32,3.3,0.528,0.472,0.005,0.133,0.0,Brooklyn,2019-20,392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,103.0,88.0,87.0,207.0,0.528,185.0,0.472,15.0,0.038,308.0,0.786,34.0,0.087,3.0,0.008,5.0,0.013,15.0,0.038,12.0,0.031,52.0,0.133,2.0,0.005,316.0,0.8059999999999999,0.639
13K605,George Westinghouse Career and Technical Education,High School,752,0.7,0.77,0.68,0.84,0.86,0.9,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2018-04-01T00:00:00.000,2.78,2.65,0.313,0.688,0.037,0.18,0.001,Brooklyn,2017-18,756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,211.0,169.0,122.0,192.0,0.254,564.0,0.746,34.0,0.045,534.0,0.706,154.0,0.204,0.0,0.0,9.0,0.012,16.0,0.021,9.0,0.012,148.0,0.196,19.0,0.025,611.0,0.8079999999999999,0.762
13K670,Benjamin Banneker Academy,High School,815,0.72,0.92,0.91,0.94,0.89,0.96,Proficient,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Developing,2017-03-01T00:00:00.000,3.2,3.15,0.515,0.485,0.012,0.137,0.02,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13K674,"City Polytechnic High School of Engineering, Archi",High School,433,0.73,0.68,0.65,0.81,0.89,0.85,Proficient,Developing,Developing,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Developing,2016-12-01T00:00:00.000,3.03,3.07,0.164,0.836,0.023,0.178,0.0,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14K071,Juan Morel Campos Secondary School,High School,302,0.8,0.87,0.84,0.88,0.97,0.94,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,2018-05-01T00:00:00.000,2.37,2.15,0.46,0.54,0.275,0.278,0.079,Brooklyn,2017-18,534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,66.0,84.0,88.0,100.0,72.0,59.0,249.0,0.466,285.0,0.534,4.0,0.007,95.0,0.178,404.0,0.757,0.0,0.0,0.0,0.0,28.0,0.052,3.0,0.006,178.0,0.333,145.0,0.272,471.0,0.882,0.9309999999999999
14K449,"Brooklyn Latin School, The",High School,785,0.9,0.89,0.9,0.92,0.79,0.94,Well Developed,Proficient,Developing,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,2020-03-01T00:00:00.000,3.94,4.17,0.462,0.538,0.001,0.031,0.001,Brooklyn,2019-20,785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,235.0,165.0,153.0,363.0,0.462,422.0,0.538,424.0,0.54,98.0,0.125,88.0,0.112,17.0,0.022,10.0,0.013,109.0,0.139,39.0,0.05,24.0,0.031,1.0,0.001,461.0,0.5870000000000001,0.568
14K454,The Williamsburg High School of Art and Technology,High School,310,0.68,0.78,0.66,0.9,0.87,0.88,Well Developed,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,2016-11-01T00:00:00.000,2.64,2.47,0.442,0.558,0.119,0.248,0.01,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14K474,PROGRESS High School for Professional Careers,High School,633,0.73,0.83,0.68,0.86,0.77,0.87,Well Developed,Well Developed,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,2018-04-01T00:00:00.000,2.57,2.36,0.474,0.526,0.216,0.221,0.038,Brooklyn,2017-18,766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,205.0,234.0,164.0,352.0,0.46,414.0,0.54,3.0,0.004,249.0,0.325,486.0,0.634,1.0,0.001,5.0,0.007,12.0,0.016,10.0,0.013,155.0,0.202,128.0,0.167,686.0,0.8959999999999999,0.903
14K477,East Williamsburg Scholars Academy,High School,291,0.65,0.81,0.64,0.82,0.91,0.78,Proficient,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Developing,2017-03-01T00:00:00.000,2.59,2.31,0.471,0.529,0.333,0.155,0.003,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14K478,"The High School for Enterprise, Business and Techn",High School,776,0.71,0.76,0.64,0.8,0.83,0.77,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2018-05-01T00:00:00.000,2.77,2.6,0.357,0.643,0.129,0.169,0.001,Brooklyn,2017-18,872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,277.0,164.0,194.0,296.0,0.339,576.0,0.661,39.0,0.045,277.0,0.318,523.0,0.6,1.0,0.001,7.0,0.008,16.0,0.018,9.0,0.01,159.0,0.182,86.0,0.099,707.0,0.8109999999999999,0.84
14K488,Brooklyn Preparatory High School,High School,532,0.77,0.81,0.77,0.84,0.86,0.89,Proficient,Proficient,Proficient,Well Developed,Well Developed,No Data,No Data,No Data,No Data,No Data,2015-05-05T00:00:00.000,2.93,2.68,0.603,0.397,0.028,0.169,0.004,Brooklyn,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14K558,Williamsburg High School for Architecture and Desi,High School,587,0.79,0.9,0.76,0.89,0.85,0.87,Well Developed,Proficient,Proficient,Well Developed,Well Developed,No Data,No Data,No Data,No Data,No Data,2015-01-12T00:00:00.000,2.82,2.69,0.23,0.77,0.014,0.221,0.01,Brooklyn,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14K561,Williamsburg Preparatory School,High School,692,0.79,0.86,0.77,0.89,0.86,0.92,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,2018-11-01T00:00:00.000,2.85,2.65,0.525,0.475,0.032,0.197,0.001,Brooklyn,2018-19,682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,183.0,172.0,151.0,347.0,0.509,335.0,0.491,21.0,0.031,107.0,0.157,480.0,0.704,2.0,0.003,2.0,0.003,63.0,0.092,7.0,0.01,144.0,0.211,32.0,0.047,547.0,0.802,0.792
14K586,Lyons Community School,High School,288,0.81,0.97,0.72,0.93,0.81,0.89,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,2020-02-01T00:00:00.000,2.4,2.1,0.5,0.5,0.094,0.267,0.0,Brooklyn,2019-20,431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,59.0,43.0,77.0,76.0,71.0,64.0,211.0,0.49,220.0,0.51,3.0,0.007,145.0,0.336,271.0,0.629,2.0,0.005,0.0,0.0,10.0,0.023,0.0,0.0,117.0,0.271,37.0,0.086,394.0,0.914,0.92
14K610,A-Tech High School,High School,304,0.63,0.48,0.62,0.55,0.74,0.72,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,2018-04-01T00:00:00.000,2.45,2.37,0.086,0.914,0.046,0.349,0.056,Brooklyn,2017-18,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,97.0,89.0,109.0,39.0,0.098,360.0,0.902,12.0,0.03,212.0,0.531,154.0,0.386,0.0,0.0,3.0,0.008,11.0,0.028,7.0,0.018,131.0,0.328,39.0,0.098,324.0,0.812,0.835
14K614,Young Women's Leadership School of Brooklyn,High School,261,0.77,0.82,0.66,0.83,0.9,0.88,Well Developed,Proficient,Developing,Well Developed,Developing,Well Developed,Well Developed,Proficient,Proficient,Proficient,2017-12-01T00:00:00.000,2.81,2.55,1.0,0.0,0.065,0.211,0.008,Brooklyn,2017-18,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,54.0,50.0,84.0,58.0,36.0,65.0,406.0,1.0,0.0,0.0,14.0,0.034,197.0,0.485,162.0,0.399,2.0,0.005,6.0,0.015,21.0,0.052,4.0,0.01,74.0,0.182,32.0,0.079,325.0,0.8,0.8079999999999999
14K685,El Puente Academy for Peace and Justice,High School,226,0.77,0.83,0.72,0.86,0.88,0.86,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,2019-04-01T00:00:00.000,2.37,2.11,0.46,0.54,0.208,0.23,0.004,Brooklyn,2018-19,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,53.0,45.0,60.0,113.0,0.504,111.0,0.496,1.0,0.004,11.0,0.049,207.0,0.924,0.0,0.0,2.0,0.009,1.0,0.004,2.0,0.009,59.0,0.263,41.0,0.183,193.0,0.862,0.899
15K429,Digital Arts and Cinema Technology High School,High School,285,0.76,0.84,0.72,0.83,0.88,0.88,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,2016-12-01T00:00:00.000,2.87,2.69,0.439,0.561,0.011,0.207,0.0,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15K448,Brooklyn Collaborative Studies,High School,359,0.61,0.86,0.64,0.95,0.9,0.9,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,No Data,No Data,No Data,No Data,No Data,2016-01-13T00:00:00.000,2.98,2.68,0.521,0.479,0.058,0.251,0.0,Brooklyn,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15K462,John Jay School for Law,High School,439,,,,0.83,0.76,0.93,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,No Data,No Data,No Data,No Data,No Data,2015-04-01T00:00:00.000,2.9,2.6,0.604,0.396,0.036,0.194,0.0,Brooklyn,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15K463,Cyberarts Studio Academy,High School,270,0.7,0.8,0.58,0.88,0.92,0.89,Developing,Developing,Developing,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Developing,2017-04-01T00:00:00.000,2.76,2.44,0.496,0.504,0.159,0.207,0.011,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15K464,Park Slope Collegiate,High School,387,0.75,0.87,0.66,0.92,0.92,0.91,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,Proficient,2018-12-01T00:00:00.000,2.79,2.63,0.429,0.571,0.062,0.233,0.003,Brooklyn,2018-19,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,82.0,75.0,141.0,123.0,83.0,93.0,292.0,0.423,398.0,0.577,32.0,0.046,233.0,0.338,290.0,0.42,10.0,0.014,2.0,0.003,117.0,0.17,6.0,0.009,154.0,0.223,49.0,0.071,459.0,0.665,0.6409999999999999
15K497,The Boerum Hill School for International Studies,High School,328,0.81,0.81,0.57,0.79,0.87,0.85,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,2018-01-01T00:00:00.000,2.79,2.57,0.503,0.497,0.095,0.195,0.0,Brooklyn,2017-18,632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,109.0,96.0,79.0,73.0,43.0,61.0,283.0,0.448,349.0,0.552,28.0,0.044,218.0,0.345,161.0,0.255,22.0,0.035,6.0,0.009,187.0,0.296,10.0,0.016,151.0,0.239,60.0,0.095,367.0,0.581,0.5770000000000001
15K519,Cobble Hill School of American Studies,High School,512,0.92,0.91,0.91,0.95,0.95,0.99,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2017-11-01T00:00:00.000,2.75,2.43,0.555,0.445,0.098,0.178,0.002,Brooklyn,2017-18,584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,134.0,167.0,160.0,307.0,0.526,277.0,0.474,21.0,0.036,364.0,0.623,170.0,0.291,1.0,0.002,4.0,0.007,10.0,0.017,14.0,0.024,112.0,0.192,59.0,0.101,531.0,0.909,0.807
15K592,Khalil Gibran International Academy,High School,189,0.66,0.81,0.65,0.9,0.78,0.94,Proficient,Proficient,Proficient,Well Developed,Well Developed,No Data,No Data,No Data,No Data,No Data,2015-04-21T00:00:00.000,2.61,2.55,0.434,0.566,0.365,0.206,0.005,Brooklyn,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15K656,Brooklyn High School of the Arts,High School,930,,,,0.96,0.91,0.97,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,2017-03-01T00:00:00.000,3.18,2.81,0.745,0.255,0.012,0.184,0.051,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15K667,Sunset Park High School,High School,1239,0.78,0.74,0.55,0.65,0.69,0.64,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,2018-01-01T00:00:00.000,2.65,2.55,0.462,0.538,0.195,0.181,0.024,Brooklyn,2017-18,1230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,330.0,299.0,301.0,567.0,0.461,663.0,0.539,117.0,0.095,102.0,0.083,911.0,0.741,1.0,0.001,2.0,0.002,94.0,0.076,3.0,0.002,275.0,0.224,238.0,0.193,,0.8540000000000001,0.865
15K684,Millennium Brooklyn HS,High School,684,0.88,0.88,0.86,0.91,0.85,0.94,Well Developed,Proficient,Proficient,Well Developed,Well Developed,No Data,No Data,No Data,No Data,No Data,2016-02-11T00:00:00.000,3.82,3.86,0.57,0.43,0.001,0.154,0.003,Brooklyn,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16K455,Boys and Girls High School,High School,452,0.78,0.8,0.87,0.84,0.92,0.91,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2018-04-01T00:00:00.000,2.47,2.23,0.343,0.657,0.062,0.312,0.115,Brooklyn,2017-18,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,104.0,83.0,56.0,144.0,0.336,284.0,0.664,6.0,0.014,359.0,0.839,44.0,0.103,1.0,0.002,5.0,0.012,8.0,0.019,5.0,0.012,122.0,0.285,29.0,0.068,349.0,0.815,0.853
16K498,Brooklyn High School for Law and Technology,High School,578,0.67,0.61,0.65,0.59,0.74,0.69,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,2016-11-01T00:00:00.000,2.73,2.53,0.422,0.578,0.073,0.209,0.031,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16K688,The Brooklyn Academy of Global Finance,High School,126,0.78,0.9,0.74,0.97,0.9,0.9,Proficient,Developing,Developing,Developing,Developing,Developing,Proficient,Developing,Proficient,Developing,2017-05-01T00:00:00.000,2.47,2.17,0.405,0.595,0.151,0.294,0.0,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16K765,Nelson Mandela High School,High School,231,0.49,0.47,0.37,0.63,0.89,0.69,Proficient,Developing,Developing,Proficient,Developing,Proficient,Developing,Proficient,Proficient,Developing,2016-12-01T00:00:00.000,2.53,2.32,0.416,0.584,0.026,0.325,0.061,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17K122,Pathways in Technology Early College High School (,High School,574,0.83,0.84,0.76,0.85,0.9,0.93,Proficient,Proficient,Proficient,Well Developed,Proficient,No Data,No Data,No Data,No Data,No Data,2016-05-31T00:00:00.000,2.86,2.66,0.284,0.716,0.017,0.155,0.0,Brooklyn,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17K382,Academy for College Preparation and Career Explora,High School,219,0.83,0.92,0.8,0.84,0.9,0.98,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,2017-11-01T00:00:00.000,2.62,2.22,0.406,0.594,0.119,0.142,0.005,Brooklyn,2017-18,422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,54.0,43.0,73.0,85.0,83.0,46.0,177.0,0.419,245.0,0.581,6.0,0.014,322.0,0.763,57.0,0.135,4.0,0.009,23.0,0.055,8.0,0.019,2.0,0.005,66.0,0.156,61.0,0.145,336.0,0.7959999999999999,0.8009999999999999
17K408,Academy of Hospitality and Tourism,High School,244,0.8,0.92,0.74,0.92,0.91,0.89,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2016-12-01T00:00:00.000,2.57,2.28,0.533,0.467,0.16,0.238,0.008,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17K524,International High School at Prospect Heights,High School,370,,,,,,,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,2018-11-01T00:00:00.000,1.87,2.04,0.376,0.624,0.803,0.051,0.003,Brooklyn,2018-19,368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,89.0,107.0,101.0,150.0,0.408,218.0,0.592,60.0,0.163,87.0,0.236,183.0,0.497,0.0,0.0,7.0,0.019,31.0,0.084,0.0,0.0,19.0,0.052,323.0,0.878,301.0,0.818,
17K528,The High School for Global Citizenship,High School,222,0.7,0.83,0.76,0.7,0.96,0.77,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,2019-05-01T00:00:00.000,2.76,2.68,0.315,0.685,0.077,0.153,0.0,Brooklyn,2018-19,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,56.0,53.0,37.0,72.0,0.338,141.0,0.662,9.0,0.042,155.0,0.728,40.0,0.188,2.0,0.009,1.0,0.005,6.0,0.028,0.0,0.0,35.0,0.164,33.0,0.155,193.0,0.9059999999999999,0.78
